NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NB,NO,NO,NO,NO,NO,NO,FE,NO,NB
NB,NB,NB,NO,NO,NO,NO,NO,NO,NO,NB
NB,NB,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NB,NB
NB,NO,NO,NO,NO,NO,NO,NO,NB,NB,NB
NB,NO,NO,NO,NO,FE,NO,NO,NO,NB,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,FE,NO,NO,NO,NO,NO,FE,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,CE,NO,NO,NO,NO,NB
NB,NO,NO,NO,NB,NB,NB,NO,NO,NO,NB
NB,NO,NO,NO,NB,NB,NB,NO,NO,NO,NB
NB,NO,NO,NO,NB,NB,NB,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,FE,NO,NO,NO,NO,NO,FE,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,FE,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NB,NB
NB,NO,NO,NO,NO,NO,NO,NO,NB,NB,NB
NB,NO,NO,NO,NO,NO,NO,NB,NB,NB,NB
NB,NO,NO,NO,NO,NO,NO,NO,NB,NB,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NB,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NB,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NB,NB,NO,NO,NO,NO,NO,NO,NO,NB
NB,NB,NB,NB,NO,NO,FE,NO,NO,NO,NB
NB,NB,NB,NO,NO,NO,NO,NO,NO,NO,NB
NB,NB,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
