NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
NB,NB,NB,NB,NO,NO,NO,NB,NB,NB,NB
